DATE,DGS1MO,DGS3MO,DGS1,DGS2,DGS5,DGS10,Inverted
9/16/10,0.12,0.16,0.25,0.48,1.48,2.77,0
9/17/10,0.12,0.16,0.26,0.48,1.46,2.75,0
9/20/10,0.12,0.17,0.26,0.47,1.43,2.72,0
9/21/10,0.12,0.17,0.26,0.43,1.34,2.61,0
9/22/10,0.12,0.16,0.25,0.44,1.33,2.56,0
9/23/10,0.13,0.16,0.25,0.45,1.34,2.56,0
9/24/10,0.09,0.15,0.25,0.45,1.37,2.62,0
9/27/10,0.08,0.16,0.26,0.44,1.31,2.54,0
9/28/10,0.08,0.16,0.26,0.37,1.25,2.48,0
9/29/10,0.12,0.16,0.27,0.44,1.28,2.52,0
9/30/10,0.14,0.16,0.27,0.42,1.27,2.53,0
10/1/10,0.15,0.16,0.26,0.42,1.26,2.54,0
10/4/10,0.15,0.13,0.26,0.41,1.23,2.5,0
10/5/10,0.14,0.12,0.25,0.41,1.21,2.5,0
10/6/10,0.14,0.13,0.24,0.38,1.16,2.41,0
10/7/10,0.15,0.13,0.23,0.36,1.14,2.41,0
10/8/10,0.14,0.12,0.21,0.35,1.11,2.41,0
10/11/10,.,.,.,.,.,.,0
10/12/10,0.14,0.13,0.21,0.37,1.14,2.44,0
10/13/10,0.14,0.13,0.22,0.37,1.13,2.46,0
10/14/10,0.15,0.14,0.22,0.38,1.18,2.52,0
10/15/10,0.14,0.14,0.22,0.37,1.2,2.59,0
10/18/10,0.14,0.15,0.23,0.38,1.14,2.52,0
10/19/10,0.14,0.14,0.22,0.37,1.11,2.5,0
10/20/10,0.14,0.14,0.22,0.35,1.11,2.51,0
10/21/10,0.13,0.13,0.22,0.37,1.15,2.57,0
10/22/10,0.13,0.13,0.21,0.35,1.17,2.59,0
10/25/10,0.13,0.14,0.23,0.37,1.2,2.59,0
10/26/10,0.14,0.14,0.23,0.4,1.27,2.67,0
10/27/10,0.14,0.14,0.23,0.4,1.34,2.75,0
10/28/10,0.14,0.13,0.23,0.37,1.23,2.69,0
10/29/10,0.14,0.12,0.22,0.34,1.17,2.63,0
11/1/10,0.14,0.13,0.22,0.34,1.17,2.66,0
11/2/10,0.13,0.13,0.22,0.34,1.15,2.63,0
11/3/10,0.13,0.13,0.22,0.34,1.11,2.67,0
11/4/10,0.13,0.13,0.21,0.33,1.04,2.53,0
11/5/10,0.13,0.13,0.22,0.38,1.1,2.58,0
11/8/10,0.12,0.13,0.22,0.41,1.13,2.6,0
11/9/10,0.11,0.13,0.24,0.46,1.27,2.72,0
11/10/10,0.12,0.13,0.24,0.44,1.23,2.65,0
11/11/10,.,.,.,.,.,.,0
11/12/10,0.11,0.13,0.27,0.51,1.35,2.76,0
11/15/10,0.12,0.14,0.29,0.53,1.51,2.92,0
11/16/10,0.13,0.15,0.27,0.51,1.49,2.85,0
11/17/10,0.13,0.14,0.26,0.5,1.49,2.89,0
11/18/10,0.13,0.15,0.26,0.52,1.51,2.9,0
11/19/10,0.12,0.14,0.27,0.52,1.54,2.88,0
11/22/10,0.12,0.15,0.26,0.49,1.44,2.8,0
11/23/10,0.15,0.15,0.26,0.45,1.4,2.77,0
11/24/10,0.16,0.16,0.28,0.53,1.56,2.93,0
11/25/10,.,.,.,.,.,.,0
11/26/10,0.16,0.16,0.28,0.51,1.53,2.87,0
11/29/10,0.16,0.18,0.28,0.52,1.51,2.84,0
11/30/10,0.18,0.17,0.27,0.45,1.47,2.81,0
12/1/10,0.17,0.16,0.28,0.53,1.64,2.97,0
12/2/10,0.16,0.16,0.29,0.55,1.68,3.01,0
12/3/10,0.14,0.14,0.26,0.49,1.64,3.03,0
12/6/10,0.14,0.15,0.26,0.42,1.53,2.95,0
12/7/10,0.08,0.14,0.28,0.54,1.74,3.15,0
12/8/10,0.08,0.15,0.3,0.63,1.87,3.26,0
12/9/10,0.09,0.14,0.3,0.64,1.9,3.23,0
12/10/10,0.09,0.13,0.29,0.64,1.98,3.32,0
12/13/10,0.1,0.15,0.29,0.61,1.91,3.29,0
12/14/10,0.09,0.15,0.3,0.66,2.08,3.49,0
12/15/10,0.08,0.14,0.3,0.68,2.11,3.53,0
12/16/10,0.08,0.13,0.31,0.66,2.06,3.47,0
12/17/10,0.05,0.11,0.3,0.61,1.97,3.33,0
12/20/10,0.04,0.14,0.3,0.62,1.99,3.36,0
12/21/10,0.09,0.14,0.3,0.63,1.99,3.35,0
12/22/10,0.07,0.14,0.3,0.65,2.02,3.36,0
12/23/10,0.07,0.14,0.3,0.67,2.09,3.41,0
12/24/10,.,.,.,.,.,.,0
12/27/10,0.06,0.17,0.32,0.71,2.08,3.36,0
12/28/10,0.08,0.15,0.31,0.75,2.18,3.5,0
12/29/10,0.05,0.13,0.3,0.64,2.03,3.35,0
12/30/10,0.05,0.12,0.29,0.66,2.06,3.38,0
12/31/10,0.07,0.12,0.29,0.61,2.01,3.3,0
1/3/11,0.11,0.15,0.29,0.61,2.02,3.36,0
1/4/11,0.12,0.14,0.28,0.63,2.01,3.36,0
1/5/11,0.13,0.14,0.31,0.71,2.14,3.5,0
1/6/11,0.13,0.15,0.3,0.68,2.09,3.44,0
1/7/11,0.13,0.14,0.29,0.6,1.96,3.34,0
1/10/11,0.14,0.15,0.29,0.59,1.93,3.32,0
1/11/11,0.15,0.15,0.28,0.6,1.98,3.37,0
1/12/11,0.15,0.15,0.26,0.61,1.99,3.4,0
1/13/11,0.15,0.15,0.26,0.59,1.93,3.34,0
1/14/11,0.14,0.15,0.27,0.59,1.95,3.35,0
1/17/11,.,.,.,.,.,.,0
1/18/11,0.15,0.16,0.26,0.6,1.97,3.39,0
1/19/11,0.16,0.16,0.27,0.6,1.95,3.37,0
1/20/11,0.15,0.16,0.27,0.65,2.06,3.47,0
1/21/11,0.15,0.16,0.27,0.63,2.04,3.44,0
1/24/11,0.15,0.16,0.28,0.65,2.03,3.43,0
1/25/11,0.15,0.16,0.27,0.62,1.96,3.35,0
1/26/11,0.15,0.16,0.27,0.62,2.03,3.45,0
1/27/11,0.13,0.15,0.25,0.59,1.98,3.42,0
1/28/11,0.13,0.15,0.24,0.54,1.92,3.36,0
1/31/11,0.15,0.15,0.26,0.58,1.95,3.42,0
2/1/11,0.16,0.15,0.27,0.61,2.02,3.48,0
2/2/11,0.15,0.16,0.28,0.67,2.1,3.52,0
2/3/11,0.14,0.14,0.29,0.71,2.18,3.58,0
2/4/11,0.13,0.15,0.31,0.77,2.27,3.68,0
2/7/11,0.13,0.16,0.31,0.78,2.29,3.68,0
2/8/11,0.14,0.15,0.31,0.86,2.39,3.75,0
2/9/11,0.11,0.14,0.3,0.81,2.33,3.65,0
2/10/11,0.08,0.12,0.3,0.85,2.4,3.7,0
2/11/11,0.08,0.12,0.3,0.85,2.38,3.64,0
2/14/11,0.09,0.13,0.3,0.87,2.37,3.62,0
2/15/11,0.11,0.13,0.3,0.84,2.35,3.61,0
2/16/11,0.1,0.12,0.29,0.86,2.37,3.62,0
2/17/11,0.08,0.09,0.27,0.8,2.3,3.58,0
2/18/11,0.08,0.1,0.28,0.78,2.3,3.59,0
2/21/11,.,.,.,.,.,.,0
2/22/11,0.1,0.12,0.28,0.74,2.16,3.46,0
2/23/11,0.12,0.12,0.27,0.74,2.21,3.49,0
2/24/11,0.13,0.13,0.26,0.73,2.19,3.46,0
2/25/11,0.12,0.13,0.27,0.72,2.16,3.42,0
2/28/11,0.13,0.15,0.25,0.69,2.13,3.42,0
3/1/11,0.07,0.14,0.25,0.66,2.11,3.41,0
3/2/11,0.12,0.13,0.26,0.69,2.16,3.46,0
3/3/11,0.12,0.13,0.29,0.79,2.3,3.58,0
3/4/11,0.11,0.12,0.26,0.68,2.17,3.49,0
3/7/11,0.1,0.11,0.25,0.7,2.19,3.51,0
3/8/11,0.07,0.11,0.26,0.73,2.22,3.56,0
3/9/11,0.07,0.1,0.26,0.7,2.16,3.48,0
3/10/11,0.04,0.08,0.25,0.65,2.05,3.37,0
3/11/11,0.04,0.08,0.24,0.64,2.06,3.4,0
3/14/11,0.05,0.09,0.22,0.61,2,3.36,0
3/15/11,0.07,0.1,0.23,0.63,2,3.33,0
3/16/11,0.06,0.1,0.21,0.58,1.87,3.22,0
3/17/11,0.06,0.08,0.24,0.6,1.91,3.25,0
3/18/11,0.06,0.07,0.23,0.61,1.96,3.28,0
3/21/11,0.06,0.1,0.25,0.67,2.04,3.34,0
3/22/11,0.07,0.1,0.25,0.68,2.07,3.34,0
3/23/11,0.06,0.09,0.24,0.69,2.07,3.36,0
3/24/11,0.04,0.09,0.26,0.72,2.14,3.42,0
3/25/11,0.04,0.09,0.3,0.79,2.2,3.46,0
3/28/11,0.04,0.11,0.3,0.81,2.23,3.47,0
3/29/11,0.06,0.1,0.31,0.81,2.25,3.5,0
3/30/11,0.03,0.1,0.3,0.8,2.21,3.47,0
3/31/11,0.05,0.09,0.3,0.8,2.24,3.47,0
4/1/11,0.03,0.07,0.27,0.8,2.24,3.46,0
4/4/11,0.02,0.06,0.24,0.77,2.2,3.45,0
4/5/11,0.05,0.07,0.3,0.84,2.28,3.5,0
4/6/11,0.03,0.06,0.29,0.85,2.32,3.56,0
4/7/11,0.03,0.04,0.27,0.81,2.29,3.58,0
4/8/11,0.02,0.04,0.27,0.83,2.31,3.59,0
4/11/11,0.02,0.05,0.26,0.85,2.31,3.59,0
4/12/11,0.02,0.05,0.24,0.77,2.22,3.52,0
4/13/11,0.03,0.06,0.23,0.75,2.19,3.49,0
4/14/11,0.04,0.07,0.25,0.77,2.23,3.51,0
4/15/11,0.04,0.07,0.24,0.71,2.14,3.43,0
4/18/11,0.03,0.07,0.24,0.69,2.09,3.4,0
4/19/11,0.04,0.06,0.24,0.68,2.09,3.39,0
4/20/11,0.04,0.06,0.24,0.69,2.15,3.43,0
4/21/11,0.03,0.06,0.23,0.68,2.14,3.42,0
4/22/11,.,.,.,.,.,.,0
4/25/11,0.03,0.07,0.23,0.67,2.1,3.39,0
4/26/11,0.02,0.07,0.22,0.65,2.05,3.34,0
4/27/11,0.03,0.06,0.22,0.65,2.06,3.39,0
4/28/11,0.02,0.04,0.23,0.62,2,3.34,0
4/29/11,0.02,0.04,0.22,0.61,1.97,3.32,0
5/2/11,0.02,0.05,0.22,0.61,1.96,3.31,0
5/3/11,0.02,0.03,0.2,0.61,1.96,3.28,0
5/4/11,0.02,0.03,0.19,0.6,1.95,3.25,0
5/5/11,0.01,0.02,0.2,0.58,1.88,3.18,0
5/6/11,0.02,0.02,0.18,0.57,1.87,3.19,0
5/9/11,0.01,0.03,0.17,0.57,1.84,3.17,0
5/10/11,0.02,0.03,0.19,0.59,1.91,3.23,0
5/11/11,0.01,0.03,0.18,0.56,1.87,3.19,0
5/12/11,0.01,0.02,0.18,0.57,1.89,3.22,0
5/13/11,0.01,0.03,0.19,0.57,1.86,3.18,0
5/16/11,0.02,0.04,0.18,0.54,1.83,3.15,0
5/17/11,0.03,0.04,0.19,0.55,1.8,3.12,0
5/18/11,0.03,0.05,0.19,0.58,1.87,3.18,0
5/19/11,0.02,0.05,0.19,0.55,1.85,3.17,0
5/20/11,0.03,0.05,0.18,0.55,1.82,3.15,0
5/23/11,0.03,0.06,0.2,0.55,1.8,3.13,0
5/24/11,0.04,0.06,0.2,0.56,1.81,3.12,0
5/25/11,0.04,0.06,0.18,0.54,1.81,3.13,0
5/26/11,0.04,0.05,0.18,0.48,1.72,3.07,0
5/27/11,0.04,0.05,0.18,0.48,1.71,3.07,0
5/30/11,.,.,.,.,.,.,0
5/31/11,0.04,0.06,0.18,0.45,1.68,3.05,0
6/1/11,0.04,0.05,0.18,0.44,1.6,2.96,0
6/2/11,0.04,0.04,0.19,0.45,1.65,3.04,0
6/3/11,0.04,0.04,0.18,0.42,1.6,2.99,0
6/6/11,0.03,0.05,0.18,0.43,1.6,3.01,0
6/7/11,0.01,0.05,0.18,0.39,1.59,3.01,0
6/8/11,0.01,0.04,0.18,0.39,1.52,2.98,0
6/9/11,0.02,0.05,0.19,0.43,1.6,3.01,0
6/10/11,0.02,0.05,0.19,0.41,1.58,2.99,0
6/13/11,0.02,0.05,0.18,0.4,1.59,3,0
6/14/11,0.03,0.05,0.19,0.45,1.7,3.11,0
6/15/11,0.02,0.05,0.19,0.38,1.55,2.98,0
6/16/11,0.02,0.05,0.18,0.38,1.52,2.93,0
6/17/11,0.02,0.04,0.17,0.38,1.53,2.94,0
6/20/11,0.02,0.03,0.18,0.38,1.55,2.97,0
6/21/11,0.01,0.03,0.18,0.4,1.57,2.99,0
6/22/11,0.01,0.02,0.16,0.39,1.58,3.01,0
6/23/11,0.01,0.01,0.15,0.35,1.48,2.93,0
6/24/11,0.01,0.02,0.16,0.35,1.4,2.88,0
6/27/11,0.01,0.02,0.18,0.41,1.47,2.95,0
6/28/11,0.01,0.03,0.21,0.48,1.62,3.05,0
6/29/11,0.01,0.02,0.19,0.47,1.7,3.14,0
6/30/11,0.01,0.03,0.19,0.45,1.76,3.18,0
7/1/11,0.01,0.02,0.2,0.5,1.8,3.22,0
7/4/11,.,.,.,.,.,.,0
7/5/11,0.01,0.02,0.19,0.44,1.7,3.16,0
7/6/11,0.01,0.01,0.19,0.43,1.66,3.12,0
7/7/11,0.03,0.03,0.2,0.49,1.74,3.17,0
7/8/11,0.03,0.03,0.17,0.4,1.57,3.03,0
7/11/11,0.02,0.03,0.17,0.37,1.49,2.94,0
7/12/11,0.01,0.03,0.18,0.37,1.47,2.92,0
7/13/11,0.01,0.01,0.16,0.37,1.45,2.92,0
7/14/11,0.01,0.01,0.15,0.38,1.51,2.98,0
7/15/11,0.02,0.02,0.15,0.37,1.46,2.94,0
7/18/11,0.01,0.02,0.15,0.37,1.45,2.94,0
7/19/11,0.02,0.03,0.17,0.39,1.45,2.91,0
7/20/11,0.01,0.02,0.19,0.4,1.49,2.96,0
7/21/11,0.04,0.05,0.2,0.4,1.56,3.03,0
7/22/11,0.05,0.05,0.2,0.4,1.53,2.99,0
7/25/11,0.05,0.05,0.2,0.42,1.55,3.03,0
7/26/11,0.07,0.07,0.21,0.41,1.51,2.99,0
7/27/11,0.08,0.08,0.21,0.44,1.56,3.01,0
7/28/11,0.1,0.07,0.21,0.42,1.52,2.98,0
7/29/11,0.16,0.1,0.2,0.36,1.35,2.82,0
8/1/11,0.13,0.1,0.22,0.38,1.32,2.77,0
8/2/11,0.05,0.06,0.17,0.33,1.23,2.66,0
8/3/11,0.01,0.02,0.16,0.33,1.25,2.64,0
8/4/11,0.01,0.02,0.12,0.27,1.12,2.47,0
8/5/11,0.01,0.01,0.11,0.28,1.23,2.58,0
8/8/11,0.02,0.05,0.12,0.27,1.11,2.4,0
8/9/11,0.02,0.03,0.11,0.19,0.91,2.2,0
8/10/11,0.02,0.02,0.09,0.19,0.93,2.17,0
8/11/11,0.01,0.03,0.1,0.19,1.02,2.34,0
8/12/11,0.01,0.02,0.11,0.2,0.96,2.24,0
8/15/11,0,0.02,0.12,0.19,0.99,2.29,0
8/16/11,0.02,0.03,0.12,0.2,0.95,2.23,0
8/17/11,0.01,0.01,0.12,0.19,0.92,2.17,0
8/18/11,0.01,0.01,0.1,0.2,0.9,2.08,0
8/19/11,0,0.02,0.1,0.2,0.9,2.07,0
8/22/11,0.01,0.01,0.09,0.22,0.94,2.1,0
8/23/11,0.01,0.01,0.1,0.22,0.95,2.15,0
8/24/11,0.02,0.02,0.11,0.23,1.05,2.29,0
8/25/11,0.01,0.01,0.1,0.22,0.98,2.23,0
8/26/11,0,0.01,0.09,0.2,0.94,2.19,0
8/29/11,0,0.02,0.09,0.2,0.99,2.28,0
8/30/11,0.01,0.01,0.09,0.2,0.94,2.19,0
8/31/11,0.01,0.02,0.1,0.2,0.96,2.23,0
9/1/11,0.02,0.02,0.1,0.19,0.9,2.15,0
9/2/11,0.02,0.02,0.1,0.2,0.88,2.02,0
9/5/11,.,.,.,.,.,.,0
9/6/11,0.02,0.02,0.13,0.21,0.88,1.98,0
9/7/11,0,0.02,0.11,0.21,0.92,2.05,0
9/8/11,0.01,0.02,0.12,0.19,0.88,2,0
9/9/11,0,0.01,0.11,0.17,0.81,1.93,0
9/12/11,0.01,0.01,0.11,0.21,0.87,1.94,0
9/13/11,0,0.01,0.1,0.21,0.89,2,0
9/14/11,0,0.01,0.09,0.19,0.91,2.03,0
9/15/11,0,0.01,0.1,0.21,0.95,2.09,0
9/16/11,0.01,0.01,0.09,0.18,0.94,2.08,0
9/19/11,0,0.01,0.08,0.16,0.85,1.97,0
9/20/11,0,0.01,0.09,0.18,0.85,1.95,0
9/21/11,0.01,0.01,0.11,0.21,0.88,1.88,0
9/22/11,0,0,0.1,0.2,0.79,1.72,0
9/23/11,0,0.01,0.1,0.23,0.89,1.84,0
9/26/11,0,0.02,0.1,0.25,0.92,1.91,0
9/27/11,0,0.01,0.1,0.25,0.97,2,0
9/28/11,0,0.02,0.12,0.27,0.99,2.03,0
9/29/11,0,0.02,0.11,0.27,0.98,1.99,0
9/30/11,0.02,0.02,0.13,0.25,0.96,1.92,0
10/3/11,0.01,0.02,0.12,0.24,0.87,1.8,0
10/4/11,0.01,0.01,0.11,0.25,0.9,1.81,0
10/5/11,0,0,0.1,0.25,0.96,1.92,0
10/6/11,0.01,0.01,0.09,0.29,1.01,2.01,0
10/7/11,0.01,0.01,0.11,0.3,1.08,2.1,0
10/10/11,.,.,.,.,.,.,0
10/11/11,0.01,0.02,0.12,0.32,1.14,2.18,0
10/12/11,0.01,0.02,0.09,0.29,1.17,2.24,0
10/13/11,0.02,0.02,0.11,0.29,1.11,2.19,0
10/14/11,0.02,0.02,0.11,0.28,1.12,2.26,0
10/17/11,0.02,0.04,0.12,0.28,1.08,2.18,0
10/18/11,0.02,0.04,0.12,0.28,1.07,2.19,0
10/19/11,0.01,0.03,0.11,0.28,1.05,2.18,0
10/20/11,0.02,0.03,0.12,0.28,1.07,2.2,0
10/21/11,0.01,0.02,0.12,0.3,1.08,2.23,0
10/24/11,0.01,0.02,0.11,0.3,1.1,2.25,0
10/25/11,0.01,0.01,0.11,0.26,1.01,2.14,0
10/26/11,0.01,0.02,0.13,0.28,1.09,2.23,0
10/27/11,0.02,0.02,0.14,0.31,1.2,2.42,0
10/28/11,0.02,0.01,0.13,0.28,1.13,2.34,0
10/31/11,0.02,0.01,0.12,0.25,0.99,2.17,0
11/1/11,0.01,0.01,0.13,0.23,0.9,2.01,0
11/2/11,0.01,0.01,0.11,0.23,0.89,2.03,0
11/3/11,0.01,0.01,0.11,0.24,0.91,2.09,0
11/4/11,0.01,0.01,0.11,0.22,0.88,2.06,0
11/7/11,0.01,0.01,0.09,0.25,0.88,2.04,0
11/8/11,0.01,0.01,0.1,0.25,0.92,2.1,0
11/9/11,0.01,0.01,0.1,0.24,0.88,2,0
11/10/11,0.01,0.01,0.1,0.24,0.9,2.04,0
11/11/11,.,.,.,.,.,.,0
11/14/11,0.01,0.01,0.09,0.24,0.91,2.04,0
11/15/11,0.01,0.01,0.11,0.26,0.93,2.06,0
11/16/11,0.01,0.01,0.11,0.26,0.9,2.01,0
11/17/11,0.01,0.02,0.1,0.27,0.88,1.96,0
11/18/11,0.02,0.01,0.12,0.29,0.94,2.01,0
11/21/11,0.02,0.02,0.11,0.27,0.92,1.97,0
11/22/11,0.02,0.02,0.11,0.26,0.91,1.94,0
11/23/11,0.02,0.02,0.12,0.26,0.88,1.89,0
11/24/11,.,.,.,.,.,.,0
11/25/11,0.02,0.02,0.13,0.28,0.93,1.97,0
11/28/11,0.02,0.03,0.13,0.26,0.91,1.97,0
11/29/11,0.02,0.02,0.14,0.27,0.93,2,0
11/30/11,0.02,0.01,0.12,0.25,0.96,2.08,0
12/1/11,0.02,0.01,0.12,0.27,0.97,2.11,0
12/2/11,0.02,0.02,0.12,0.25,0.92,2.05,0
12/5/11,0.01,0.01,0.11,0.27,0.93,2.04,0
12/6/11,0,0.01,0.11,0.25,0.94,2.08,0
12/7/11,0,0.02,0.11,0.24,0.89,2.02,0
12/8/11,0,0.01,0.1,0.22,0.86,1.99,0
12/9/11,0,0.01,0.11,0.22,0.89,2.07,0
12/12/11,0,0.01,0.1,0.24,0.87,2.03,0
12/13/11,0,0.01,0.11,0.24,0.85,1.96,0
12/14/11,0,0.01,0.12,0.25,0.86,1.92,0
12/15/11,0,0,0.12,0.26,0.86,1.92,0
12/16/11,0,0,0.11,0.24,0.81,1.86,0
12/19/11,0,0.01,0.11,0.24,0.82,1.82,0
12/20/11,0,0.01,0.12,0.26,0.88,1.94,0
12/21/11,0,0.01,0.13,0.28,0.91,1.98,0
12/22/11,0,0.01,0.12,0.28,0.91,1.97,0
12/23/11,0,0.01,0.12,0.28,0.97,2.03,0
12/26/11,.,.,.,.,.,.,0
12/27/11,0.01,0.02,0.12,0.3,0.96,2.02,0
12/28/11,0,0.01,0.12,0.28,0.91,1.93,0
12/29/11,0,0.02,0.12,0.28,0.88,1.91,0
12/30/11,0.01,0.02,0.12,0.25,0.83,1.89,0
1/2/12,.,.,.,.,.,.,0
1/3/12,0.01,0.02,0.12,0.27,0.89,1.97,0
1/4/12,0.01,0.02,0.12,0.25,0.89,2,0
1/5/12,0.01,0.02,0.11,0.27,0.88,2.02,0
1/6/12,0.02,0.02,0.12,0.25,0.86,1.98,0
1/9/12,0.01,0.01,0.11,0.26,0.85,1.98,0
1/10/12,0.01,0.02,0.11,0.24,0.86,2,0
1/11/12,0.01,0.02,0.11,0.24,0.82,1.93,0
1/12/12,0.02,0.03,0.11,0.22,0.84,1.94,0
1/13/12,0.02,0.03,0.1,0.24,0.8,1.89,0
1/16/12,.,.,.,.,.,.,0
1/17/12,0.02,0.03,0.11,0.21,0.79,1.87,0
1/18/12,0.02,0.03,0.11,0.24,0.82,1.92,0
1/19/12,0.04,0.05,0.11,0.26,0.87,2.01,0
1/20/12,0.03,0.05,0.11,0.26,0.91,2.05,0
1/23/12,0.03,0.04,0.12,0.26,0.93,2.09,0
1/24/12,0.02,0.04,0.12,0.24,0.92,2.08,0
1/25/12,0.03,0.04,0.12,0.22,0.81,2.01,0
1/26/12,0.04,0.05,0.12,0.22,0.77,1.96,0
1/27/12,0.05,0.06,0.12,0.22,0.75,1.93,0
1/30/12,0.05,0.05,0.12,0.22,0.73,1.87,0
1/31/12,0.04,0.06,0.13,0.22,0.71,1.83,0
2/1/12,0.05,0.06,0.13,0.23,0.72,1.87,0
2/2/12,0.07,0.08,0.14,0.23,0.71,1.86,0
2/3/12,0.06,0.08,0.14,0.23,0.78,1.97,0
2/6/12,0.04,0.08,0.14,0.24,0.76,1.93,0
2/7/12,0.06,0.08,0.14,0.25,0.82,2,0
2/8/12,0.06,0.09,0.15,0.27,0.82,2.01,0
2/9/12,0.06,0.09,0.15,0.27,0.86,2.04,0
2/10/12,0.05,0.09,0.15,0.27,0.81,1.96,0
2/13/12,0.06,0.11,0.15,0.29,0.85,1.99,0
2/14/12,0.09,0.12,0.18,0.29,0.81,1.92,0
2/15/12,0.09,0.11,0.18,0.29,0.81,1.93,0
2/16/12,0.04,0.1,0.17,0.29,0.87,1.99,0
2/17/12,0.03,0.09,0.18,0.29,0.88,2.01,0
2/20/12,.,.,.,.,.,.,0
2/21/12,0.03,0.08,0.17,0.31,0.92,2.05,0
2/22/12,0.07,0.09,0.17,0.29,0.88,2.01,0
2/23/12,0.07,0.09,0.17,0.31,0.88,1.99,0
2/24/12,0.08,0.1,0.18,0.31,0.89,1.98,0
2/27/12,0.08,0.12,0.17,0.3,0.84,1.92,0
2/28/12,0.1,0.1,0.18,0.3,0.84,1.94,0
2/29/12,0.08,0.08,0.18,0.3,0.87,1.98,0
3/1/12,0.07,0.08,0.18,0.3,0.89,2.03,0
3/2/12,0.06,0.07,0.17,0.28,0.84,1.99,0
3/5/12,0.07,0.08,0.17,0.31,0.87,2,0
3/6/12,0.06,0.08,0.17,0.3,0.83,1.96,0
3/7/12,0.06,0.08,0.18,0.3,0.85,1.98,0
3/8/12,0.07,0.08,0.18,0.32,0.89,2.03,0
3/9/12,0.06,0.09,0.18,0.33,0.9,2.04,0
3/12/12,0.05,0.09,0.18,0.33,0.92,2.04,0
3/13/12,0.06,0.08,0.2,0.35,0.99,2.14,0
3/14/12,0.08,0.09,0.21,0.4,1.13,2.29,0
3/15/12,0.08,0.08,0.21,0.37,1.11,2.29,0
3/16/12,0.07,0.09,0.21,0.37,1.13,2.31,0
3/19/12,0.07,0.1,0.21,0.39,1.2,2.39,0
3/20/12,0.08,0.1,0.22,0.41,1.22,2.38,0
3/21/12,0.09,0.09,0.21,0.39,1.15,2.31,0
3/22/12,0.06,0.08,0.19,0.37,1.13,2.29,0
3/23/12,0.06,0.08,0.19,0.37,1.1,2.25,0
3/26/12,0.06,0.09,0.19,0.36,1.09,2.26,0
3/27/12,0.07,0.09,0.18,0.33,1.04,2.2,0
3/28/12,0.05,0.09,0.18,0.34,1.05,2.21,0
3/29/12,0.02,0.07,0.18,0.33,1.01,2.18,0
3/30/12,0.05,0.07,0.19,0.33,1.04,2.23,0
4/2/12,0.05,0.08,0.18,0.33,1.03,2.22,0
4/3/12,0.07,0.08,0.2,0.36,1.1,2.3,0
4/4/12,0.08,0.08,0.19,0.35,1.05,2.25,0
4/5/12,0.07,0.08,0.19,0.35,1.01,2.19,0
4/6/12,0.06,0.07,0.19,0.32,0.89,2.07,0
4/9/12,0.07,0.09,0.19,0.32,0.9,2.06,0
4/10/12,0.08,0.09,0.19,0.28,0.85,2.01,0
4/11/12,0.08,0.09,0.18,0.3,0.89,2.05,0
4/12/12,0.08,0.09,0.18,0.29,0.9,2.08,0
4/13/12,0.07,0.09,0.17,0.27,0.86,2.02,0
4/16/12,0.07,0.08,0.18,0.27,0.85,2,0
4/17/12,0.07,0.08,0.18,0.27,0.88,2.03,0
4/18/12,0.05,0.07,0.18,0.27,0.86,2,0
4/19/12,0.04,0.07,0.17,0.27,0.84,1.98,0
4/20/12,0.04,0.08,0.18,0.29,0.86,1.99,0
4/23/12,0.04,0.08,0.17,0.27,0.83,1.96,0
4/24/12,0.07,0.09,0.18,0.27,0.86,2,0
4/25/12,0.08,0.09,0.18,0.26,0.86,2.01,0
4/26/12,0.09,0.09,0.18,0.26,0.83,1.98,0
4/27/12,0.07,0.09,0.19,0.26,0.82,1.96,0
4/30/12,0.07,0.1,0.2,0.27,0.82,1.95,0
5/1/12,0.07,0.09,0.19,0.27,0.84,1.98,0
5/2/12,0.06,0.08,0.18,0.27,0.82,1.96,0
5/3/12,0.05,0.09,0.19,0.28,0.82,1.96,0
5/4/12,0.05,0.07,0.18,0.27,0.78,1.91,0
5/7/12,0.06,0.1,0.18,0.27,0.79,1.92,0
5/8/12,0.08,0.09,0.18,0.27,0.77,1.88,0
5/9/12,0.07,0.09,0.18,0.27,0.77,1.87,0
5/10/12,0.08,0.1,0.18,0.27,0.79,1.89,0
5/11/12,0.07,0.1,0.18,0.27,0.75,1.84,0
5/14/12,0.07,0.1,0.19,0.29,0.73,1.78,0
5/15/12,0.08,0.09,0.19,0.29,0.74,1.76,0
5/16/12,0.08,0.1,0.2,0.3,0.75,1.76,0
5/17/12,0.08,0.1,0.2,0.32,0.74,1.7,0
5/18/12,0.06,0.08,0.2,0.32,0.75,1.71,0
5/21/12,0.06,0.09,0.21,0.3,0.75,1.75,0
5/22/12,0.07,0.09,0.21,0.3,0.78,1.79,0
5/23/12,0.07,0.09,0.2,0.28,0.74,1.73,0
5/24/12,0.08,0.1,0.21,0.29,0.77,1.77,0
5/25/12,0.07,0.09,0.2,0.3,0.76,1.75,0
5/28/12,.,.,.,.,.,.,0
5/29/12,0.06,0.09,0.2,0.3,0.76,1.74,0
5/30/12,0.05,0.07,0.19,0.27,0.69,1.63,0
5/31/12,0.03,0.07,0.18,0.27,0.67,1.59,0
