DATE,DGS1MO,DGS3MO,DGS1,DGS2,DGS5,DGS10,Inverted
1/5/09,0.05,0.14,0.43,0.78,1.67,2.49,0
1/6/09,0.05,0.14,0.45,0.8,1.68,2.51,0
1/7/09,0.03,0.11,0.44,0.82,1.66,2.52,0
1/8/09,0.04,0.09,0.44,0.83,1.6,2.47,0
1/9/09,0.03,0.07,0.43,0.75,1.51,2.43,0
1/12/09,0.04,0.12,0.43,0.74,1.45,2.34,0
1/13/09,0.02,0.11,0.43,0.76,1.44,2.33,0
1/14/09,0.07,0.12,0.42,0.73,1.36,2.24,0
1/15/09,0.03,0.11,0.42,0.73,1.36,2.23,0
1/16/09,0.04,0.12,0.43,0.73,1.47,2.36,0
1/19/09,.,.,.,.,.,.,0
1/20/09,0.04,0.13,0.42,0.73,1.48,2.4,0
1/21/09,0.03,0.11,0.43,0.78,1.6,2.56,0
1/22/09,0.03,0.1,0.42,0.75,1.61,2.62,0
1/23/09,0.03,0.11,0.46,0.83,1.64,2.65,0
1/26/09,0.02,0.14,0.47,0.85,1.67,2.7,0
1/27/09,0.05,0.13,0.47,0.87,1.59,2.59,0
1/28/09,0.08,0.19,0.48,0.89,1.7,2.71,0
1/29/09,0.14,0.23,0.51,0.95,1.87,2.87,0
1/30/09,0.15,0.24,0.51,0.94,1.85,2.87,0
2/2/09,0.19,0.27,0.51,0.89,1.75,2.76,0
2/3/09,0.28,0.32,0.53,0.96,1.88,2.89,0
2/4/09,0.26,0.3,0.53,0.98,1.91,2.95,0
2/5/09,0.21,0.29,0.54,0.98,1.89,2.95,0
2/6/09,0.21,0.28,0.57,0.99,1.97,3.05,0
2/9/09,0.22,0.32,0.6,1.05,1.99,3.07,0
2/10/09,0.24,0.31,0.6,0.92,1.79,2.9,0
2/11/09,0.22,0.3,0.6,0.93,1.76,2.78,0
2/12/09,0.25,0.29,0.58,0.89,1.73,2.75,0
2/13/09,0.23,0.29,0.61,0.97,1.88,2.89,0
2/16/09,.,.,.,.,.,.,0
2/17/09,0.26,0.32,0.61,0.87,1.65,2.64,0
2/18/09,0.23,0.31,0.64,0.97,1.81,2.74,0
2/19/09,0.22,0.3,0.67,1.01,1.89,2.85,0
2/20/09,0.19,0.27,0.64,0.96,1.81,2.78,0
2/23/09,0.19,0.29,0.69,0.96,1.84,2.78,0
2/24/09,0.22,0.32,0.71,1.03,1.89,2.8,0
2/25/09,0.21,0.3,0.75,1.09,2.06,2.95,0
2/26/09,0.18,0.27,0.73,1.08,2.07,2.98,0
2/27/09,0.16,0.26,0.72,1,1.99,3.02,0
3/2/09,0.17,0.28,0.67,0.89,1.86,2.91,0
3/3/09,0.14,0.27,0.68,0.91,1.87,2.93,0
3/4/09,0.15,0.26,0.71,0.97,1.97,3.01,0
3/5/09,0.11,0.2,0.66,0.9,1.82,2.83,0
3/6/09,0.09,0.21,0.67,0.91,1.83,2.83,0
3/9/09,0.12,0.23,0.69,0.96,1.9,2.89,0
3/10/09,0.14,0.24,0.71,1.01,1.99,2.99,0
3/11/09,0.14,0.23,0.71,1.03,1.96,2.95,0
3/12/09,0.11,0.22,0.7,1.03,1.92,2.89,0
3/13/09,0.09,0.2,0.67,0.98,1.87,2.89,0
3/16/09,0.11,0.24,0.69,1,1.91,2.97,0
3/17/09,0.14,0.24,0.69,1.05,2,3.02,0
3/18/09,0.15,0.21,0.6,0.82,1.54,2.51,0
3/19/09,0.1,0.2,0.6,0.87,1.64,2.61,0
3/20/09,0.09,0.22,0.6,0.89,1.66,2.65,0
3/23/09,0.1,0.22,0.6,0.93,1.69,2.68,0
3/24/09,0.05,0.21,0.62,0.93,1.7,2.68,0
3/25/09,0.03,0.19,0.6,0.96,1.84,2.81,0
3/26/09,0.02,0.15,0.57,0.9,1.8,2.76,0
3/27/09,0.03,0.14,0.58,0.9,1.79,2.78,0
3/30/09,0.05,0.18,0.58,0.84,1.72,2.73,0
3/31/09,0.17,0.21,0.57,0.81,1.67,2.71,0
4/1/09,0.18,0.22,0.58,0.83,1.65,2.68,0
4/2/09,0.17,0.22,0.59,0.88,1.74,2.77,0
4/3/09,0.16,0.21,0.6,0.96,1.87,2.91,0
4/6/09,0.16,0.2,0.6,0.94,1.9,2.95,0
4/7/09,0.17,0.2,0.6,0.91,1.87,2.93,0
4/8/09,0.15,0.18,0.59,0.93,1.83,2.86,0
4/9/09,0.13,0.18,0.6,0.96,1.9,2.96,0
4/10/09,.,.,.,.,.,.,0
4/13/09,0.12,0.18,0.57,0.89,1.81,2.88,0
4/14/09,0.09,0.17,0.54,0.86,1.71,2.8,0
4/15/09,0.07,0.15,0.54,0.86,1.71,2.82,0
4/16/09,0.02,0.13,0.54,0.91,1.79,2.86,0
4/17/09,0.04,0.14,0.57,0.99,1.91,2.98,0
4/20/09,0.04,0.14,0.54,0.93,1.82,2.88,0
4/21/09,0.07,0.15,0.53,0.96,1.87,2.94,0
4/22/09,0.08,0.14,0.52,1,1.92,2.98,0
4/23/09,0.08,0.1,0.49,0.97,1.89,2.96,0
4/24/09,0.07,0.1,0.5,0.99,1.96,3.03,0
4/27/09,0.07,0.13,0.49,0.9,1.87,2.95,0
4/28/09,0.05,0.13,0.52,0.95,1.97,3.05,0
4/29/09,0.04,0.11,0.5,0.94,2.01,3.12,0
4/30/09,0.04,0.14,0.49,0.91,2.02,3.16,0
5/1/09,0.06,0.16,0.49,0.92,2.03,3.21,0
5/4/09,0.14,0.19,0.52,0.94,2.03,3.19,0
5/5/09,0.14,0.19,0.53,0.98,2.05,3.2,0
5/6/09,0.14,0.19,0.51,0.96,2.06,3.18,0
5/7/09,0.15,0.18,0.54,1,2.15,3.29,0
5/8/09,0.15,0.19,0.55,1,2.15,3.29,0
5/11/09,0.16,0.19,0.53,0.92,2.04,3.17,0
5/12/09,0.16,0.19,0.54,0.9,2.02,3.17,0
5/13/09,0.15,0.17,0.52,0.89,1.98,3.11,0
5/14/09,0.1,0.16,0.5,0.87,1.98,3.1,0
5/15/09,0.11,0.17,0.5,0.88,2.01,3.14,0
5/18/09,0.12,0.19,0.5,0.93,2.09,3.22,0
5/19/09,0.14,0.18,0.48,0.91,2.12,3.25,0
5/20/09,0.18,0.18,0.44,0.87,2.05,3.19,0
5/21/09,0.13,0.19,0.45,0.89,2.16,3.35,0
5/22/09,0.13,0.18,0.49,0.92,2.23,3.45,0
5/25/09,.,.,.,.,.,.,0
5/26/09,0.13,0.18,0.5,0.96,2.3,3.5,0
5/27/09,0.18,0.17,0.49,0.96,2.43,3.71,0
5/28/09,0.14,0.15,0.48,0.97,2.46,3.67,0
5/29/09,0.14,0.14,0.47,0.92,2.34,3.47,0
6/1/09,0.13,0.13,0.48,0.97,2.55,3.71,0
6/2/09,0.06,0.14,0.46,0.96,2.52,3.65,0
6/3/09,0.08,0.14,0.45,0.91,2.43,3.56,0
6/4/09,0.08,0.14,0.47,0.96,2.56,3.72,0
6/5/09,0.08,0.2,0.62,1.32,2.85,3.84,0
6/8/09,0.08,0.19,0.62,1.42,2.95,3.91,0
6/9/09,0.09,0.19,0.56,1.33,2.86,3.86,0
6/10/09,0.11,0.18,0.55,1.38,2.93,3.98,0
6/11/09,0.09,0.19,0.53,1.35,2.87,3.88,0
6/12/09,0.08,0.19,0.52,1.3,2.81,3.81,0
6/15/09,0.08,0.17,0.51,1.26,2.75,3.76,0
6/16/09,0.09,0.17,0.51,1.23,2.7,3.67,0
6/17/09,0.11,0.17,0.5,1.19,2.69,3.68,0
6/18/09,0.12,0.18,0.52,1.28,2.86,3.86,0
6/19/09,0.1,0.19,0.51,1.25,2.82,3.79,0
6/22/09,0.12,0.2,0.5,1.17,2.75,3.72,0
6/23/09,0.15,0.2,0.5,1.14,2.71,3.65,0
6/24/09,0.1,0.19,0.5,1.19,2.74,3.72,0
6/25/09,0.07,0.18,0.47,1.12,2.58,3.55,0
6/26/09,0.07,0.2,0.45,1.1,2.53,3.52,0
6/29/09,0.11,0.2,0.51,1.11,2.53,3.51,0
6/30/09,0.17,0.19,0.56,1.11,2.54,3.53,0
7/1/09,0.13,0.17,0.54,1.05,2.51,3.55,0
7/2/09,0.15,0.17,0.49,0.98,2.43,3.51,0
7/3/09,.,.,.,.,.,.,0
7/6/09,0.15,0.19,0.48,0.96,2.4,3.52,0
7/7/09,0.16,0.19,0.46,0.98,2.36,3.47,0
7/8/09,0.15,0.18,0.45,0.91,2.23,3.33,0
7/9/09,0.16,0.19,0.47,0.94,2.33,3.44,0
7/10/09,0.15,0.18,0.45,0.91,2.22,3.32,0
7/13/09,0.15,0.18,0.47,0.92,2.27,3.38,0
7/14/09,0.15,0.18,0.47,0.97,2.37,3.5,0
7/15/09,0.11,0.18,0.5,1.03,2.52,3.63,0
7/16/09,0.15,0.19,0.47,1,2.46,3.59,0
7/17/09,0.15,0.17,0.48,1.02,2.52,3.67,0
7/20/09,0.15,0.19,0.47,0.99,2.46,3.61,0
7/21/09,0.16,0.19,0.46,0.96,2.36,3.5,0
7/22/09,0.15,0.19,0.47,0.98,2.43,3.58,0
7/23/09,0.15,0.19,0.49,1.08,2.6,3.72,0
7/24/09,0.15,0.18,0.47,1.05,2.57,3.7,0
7/27/09,0.15,0.19,0.49,1.08,2.63,3.75,0
7/28/09,0.14,0.19,0.49,1.12,2.63,3.72,0
7/29/09,0.14,0.19,0.5,1.17,2.69,3.69,0
7/30/09,0.14,0.18,0.48,1.19,2.66,3.67,0
7/31/09,0.14,0.18,0.48,1.13,2.53,3.52,0
8/3/09,0.15,0.19,0.48,1.18,2.66,3.66,0
8/4/09,0.15,0.18,0.47,1.2,2.68,3.7,0
8/5/09,0.15,0.18,0.49,1.23,2.73,3.8,0
8/6/09,0.15,0.17,0.48,1.22,2.73,3.79,0
8/7/09,0.14,0.19,0.52,1.32,2.84,3.89,0
8/10/09,0.15,0.19,0.49,1.24,2.75,3.8,0
8/11/09,0.14,0.18,0.48,1.21,2.69,3.71,0
8/12/09,0.14,0.17,0.47,1.18,2.7,3.72,0
8/13/09,0.1,0.17,0.45,1.12,2.58,3.59,0
8/14/09,0.1,0.18,0.44,1.07,2.51,3.55,0
8/17/09,0.11,0.18,0.45,1.04,2.43,3.48,0
8/18/09,0.14,0.18,0.43,1.06,2.48,3.51,0
8/19/09,0.1,0.17,0.43,1.01,2.43,3.45,0
8/20/09,0.11,0.17,0.42,1.03,2.43,3.42,0
8/21/09,0.11,0.17,0.45,1.13,2.58,3.56,0
8/24/09,0.11,0.17,0.44,1.05,2.5,3.48,0
8/25/09,0.12,0.17,0.47,1.05,2.48,3.45,0
8/26/09,0.11,0.15,0.45,1.06,2.46,3.44,0
8/27/09,0.11,0.15,0.46,1.04,2.48,3.47,0
8/28/09,0.11,0.15,0.44,1.01,2.46,3.46,0
8/31/09,0.11,0.15,0.43,0.97,2.39,3.4,0
9/1/09,0.08,0.14,0.43,0.92,2.33,3.38,0
9/2/09,0.09,0.14,0.41,0.89,2.26,3.29,0
9/3/09,0.09,0.15,0.42,0.91,2.29,3.33,0
9/4/09,0.09,0.14,0.42,0.94,2.36,3.45,0
9/7/09,.,.,.,.,.,.,0
9/8/09,0.1,0.14,0.41,0.93,2.38,3.47,0
9/9/09,0.09,0.14,0.4,0.93,2.38,3.48,0
9/10/09,0.08,0.14,0.4,0.9,2.29,3.36,0
9/11/09,0.08,0.14,0.39,0.9,2.29,3.34,0
9/14/09,0.08,0.14,0.4,0.94,2.37,3.42,0
9/15/09,0.05,0.13,0.39,0.96,2.41,3.47,0
9/16/09,0.03,0.1,0.38,1.01,2.46,3.48,0
9/17/09,0.03,0.1,0.4,0.98,2.41,3.42,0
9/18/09,0.03,0.08,0.41,1.03,2.49,3.49,0
9/21/09,0.05,0.11,0.4,1.02,2.47,3.49,0
9/22/09,0.05,0.11,0.42,1.02,2.45,3.46,0
9/23/09,0.05,0.11,0.41,0.96,2.4,3.44,0
9/24/09,0.03,0.1,0.39,0.93,2.37,3.4,0
9/25/09,0.03,0.1,0.41,0.98,2.36,3.34,0
9/28/09,0.03,0.11,0.4,0.98,2.33,3.31,0
9/29/09,0.07,0.13,0.41,1,2.34,3.31,0
9/30/09,0.06,0.14,0.4,0.95,2.31,3.31,0
10/1/09,0.03,0.1,0.37,0.87,2.2,3.21,0
10/2/09,0.04,0.1,0.37,0.88,2.22,3.24,0
10/5/09,0.04,0.08,0.36,0.88,2.21,3.24,0
10/6/09,0.05,0.08,0.37,0.91,2.25,3.27,0
10/7/09,0.06,0.09,0.34,0.87,2.16,3.21,0
10/8/09,0.03,0.06,0.35,0.9,2.22,3.27,0
10/9/09,0.04,0.07,0.38,0.98,2.36,3.4,0
10/12/09,.,.,.,.,.,.,0
10/13/09,0.04,0.07,0.35,0.91,2.28,3.34,0
10/14/09,0.05,0.07,0.35,0.96,2.36,3.45,0
10/15/09,0.06,0.07,0.36,0.97,2.41,3.49,0
10/16/09,0.06,0.07,0.36,0.97,2.37,3.43,0
10/19/09,0.06,0.08,0.38,0.99,2.36,3.41,0
10/20/09,0.05,0.08,0.39,0.95,2.3,3.35,0
10/21/09,0.05,0.07,0.4,1,2.38,3.42,0
10/22/09,0.02,0.06,0.38,0.97,2.39,3.44,0
10/23/09,0.02,0.07,0.4,1.04,2.46,3.51,0
10/26/09,0.04,0.08,0.41,1.06,2.53,3.59,0
10/27/09,0.05,0.08,0.39,0.99,2.41,3.49,0
10/28/09,0.04,0.07,0.39,0.95,2.37,3.44,0
10/29/09,0.02,0.06,0.4,0.98,2.44,3.53,0
10/30/09,0.01,0.05,0.37,0.9,2.31,3.41,0
11/2/09,0.03,0.06,0.38,0.92,2.33,3.45,0
11/3/09,0.04,0.06,0.38,0.92,2.36,3.5,0
11/4/09,0.05,0.05,0.36,0.91,2.39,3.57,0
11/5/09,0.06,0.04,0.36,0.9,2.35,3.57,0
11/6/09,0.06,0.06,0.34,0.86,2.3,3.54,0
11/9/09,0.06,0.07,0.34,0.87,2.31,3.52,0
11/10/09,0.06,0.07,0.33,0.85,2.31,3.5,0
11/11/09,.,.,.,.,.,.,0
11/12/09,0.06,0.07,0.32,0.82,2.28,3.45,0
11/13/09,0.05,0.06,0.32,0.82,2.28,3.43,0
11/16/09,0.05,0.07,0.31,0.78,2.19,3.33,0
11/17/09,0.05,0.06,0.32,0.78,2.19,3.33,0
11/18/09,0.04,0.04,0.29,0.77,2.21,3.36,0
11/19/09,0.03,0.02,0.27,0.73,2.18,3.35,0
11/20/09,0.04,0.02,0.27,0.75,2.2,3.36,0
11/23/09,0.05,0.05,0.29,0.77,2.2,3.37,0
11/24/09,0.06,0.05,0.28,0.73,2.15,3.32,0
11/25/09,0.07,0.05,0.26,0.73,2.11,3.28,0
11/26/09,.,.,.,.,.,.,0
11/27/09,0.06,0.03,0.26,0.68,2.03,3.21,0
11/30/09,0.08,0.06,0.27,0.67,2.01,3.21,0
12/1/09,0.09,0.06,0.26,0.67,2.03,3.28,0
12/2/09,0.08,0.05,0.28,0.72,2.09,3.32,0
12/3/09,0.09,0.06,0.3,0.74,2.14,3.39,0
12/4/09,0.08,0.06,0.36,0.84,2.24,3.48,0
12/7/09,0.07,0.04,0.32,0.78,2.19,3.44,0
12/8/09,0.02,0.03,0.29,0.73,2.12,3.4,0
12/9/09,0.01,0.03,0.31,0.76,2.15,3.45,0
12/10/09,0.01,0.02,0.32,0.78,2.19,3.49,0
12/11/09,0.01,0.03,0.35,0.83,2.26,3.55,0
12/14/09,0.02,0.04,0.37,0.87,2.3,3.56,0
12/15/09,0.02,0.05,0.41,0.88,2.35,3.6,0
12/16/09,0.02,0.04,0.38,0.85,2.35,3.61,0
12/17/09,0.01,0.04,0.35,0.77,2.24,3.5,0
12/18/09,0.01,0.05,0.36,0.82,2.3,3.55,0
12/21/09,0.01,0.08,0.4,0.89,2.43,3.69,0
12/22/09,0.01,0.08,0.41,0.95,2.49,3.76,0
12/23/09,0.01,0.07,0.41,0.96,2.51,3.77,0
12/24/09,0.02,0.05,0.43,1,2.57,3.82,0
12/25/09,.,.,.,.,.,.,0
12/28/09,0.03,0.11,0.47,1.09,2.62,3.85,0
12/29/09,0.02,0.1,0.47,1.09,2.62,3.82,0
12/30/09,0.02,0.05,0.45,1.08,2.61,3.8,0
12/31/09,0.04,0.06,0.47,1.14,2.69,3.85,0
1/1/10,.,.,.,.,.,.,0
1/4/10,0.05,0.08,0.45,1.09,2.65,3.85,0
1/5/10,0.03,0.07,0.41,1.01,2.56,3.77,0
1/6/10,0.03,0.06,0.4,1.01,2.6,3.85,0
1/7/10,0.02,0.05,0.4,1.03,2.62,3.85,0
1/8/10,0.02,0.05,0.37,0.96,2.57,3.83,0
1/11/10,0.01,0.04,0.35,0.95,2.58,3.85,0
1/12/10,0.02,0.05,0.34,0.92,2.49,3.74,0
1/13/10,0.02,0.06,0.37,0.97,2.55,3.8,0
1/14/10,0.02,0.05,0.34,0.94,2.51,3.76,0
1/15/10,0.03,0.06,0.33,0.89,2.44,3.7,0
1/18/10,.,.,.,.,.,.,0
1/19/10,0.03,0.06,0.33,0.93,2.48,3.73,0
1/20/10,0.03,0.05,0.31,0.92,2.45,3.68,0
1/21/10,0.02,0.06,0.31,0.87,2.38,3.62,0
1/22/10,0.02,0.06,0.3,0.84,2.37,3.62,0
1/25/10,0.02,0.06,0.3,0.86,2.39,3.66,0
1/26/10,0.02,0.07,0.32,0.87,2.38,3.65,0
1/27/10,0.01,0.08,0.33,0.9,2.43,3.66,0
1/28/10,0.01,0.08,0.31,0.87,2.41,3.68,0
1/29/10,0.02,0.08,0.3,0.82,2.34,3.63,0
2/1/10,0.05,0.1,0.33,0.86,2.38,3.68,0
2/2/10,0.04,0.1,0.33,0.86,2.37,3.67,0
2/3/10,0.05,0.1,0.35,0.88,2.4,3.73,0
2/4/10,0.04,0.09,0.32,0.8,2.29,3.62,0
2/5/10,0.03,0.1,0.31,0.77,2.23,3.59,0
2/8/10,0.04,0.12,0.32,0.79,2.26,3.62,0
2/9/10,0.05,0.12,0.34,0.84,2.32,3.67,0
2/10/10,0.06,0.11,0.38,0.91,2.39,3.72,0
2/11/10,0.05,0.11,0.38,0.91,2.39,3.73,0
2/12/10,0.04,0.1,0.35,0.84,2.35,3.69,0
2/15/10,.,.,.,.,.,.,0
2/16/10,0.04,0.1,0.34,0.82,2.32,3.66,0
2/17/10,0.07,0.1,0.35,0.87,2.4,3.74,0
2/18/10,0.07,0.1,0.37,0.9,2.46,3.79,0
2/19/10,0.06,0.11,0.39,0.95,2.48,3.78,0
2/22/10,0.06,0.11,0.37,0.91,2.47,3.8,0
2/23/10,0.08,0.12,0.36,0.87,2.37,3.69,0
2/24/10,0.08,0.12,0.34,0.87,2.4,3.7,0
2/25/10,0.09,0.13,0.32,0.82,2.33,3.64,0
2/26/10,0.09,0.13,0.32,0.81,2.3,3.61,0
3/1/10,0.09,0.13,0.32,0.8,2.28,3.61,0
3/2/10,0.09,0.14,0.32,0.8,2.27,3.62,0
3/3/10,0.09,0.14,0.33,0.82,2.27,3.63,0
3/4/10,0.09,0.14,0.35,0.86,2.28,3.61,0
3/5/10,0.11,0.15,0.38,0.91,2.35,3.69,0
3/8/10,0.11,0.16,0.39,0.9,2.36,3.72,0
3/9/10,0.12,0.16,0.37,0.89,2.34,3.71,0
3/10/10,0.12,0.15,0.39,0.92,2.39,3.73,0
3/11/10,0.12,0.16,0.4,0.97,2.43,3.73,0
3/12/10,0.1,0.15,0.41,0.97,2.42,3.71,0
3/15/10,0.12,0.17,0.4,0.96,2.42,3.71,0
3/16/10,0.14,0.16,0.41,0.93,2.37,3.66,0
3/17/10,0.13,0.15,0.41,0.95,2.38,3.65,0
3/18/10,0.14,0.16,0.41,0.98,2.44,3.68,0
3/19/10,0.13,0.16,0.42,1.02,2.48,3.7,0
3/22/10,0.13,0.15,0.41,1.01,2.43,3.67,0
3/23/10,0.11,0.14,0.4,1.02,2.44,3.69,0
3/24/10,0.12,0.14,0.44,1.08,2.62,3.84,0
3/25/10,0.12,0.14,0.44,1.1,2.65,3.91,0
3/26/10,0.11,0.14,0.43,1.04,2.59,3.86,0
3/29/10,0.11,0.15,0.42,1.04,2.6,3.88,0
3/30/10,0.13,0.16,0.44,1.06,2.6,3.88,0
3/31/10,0.15,0.16,0.41,1.02,2.55,3.84,0
4/1/10,0.16,0.16,0.42,1.05,2.59,3.89,0
4/2/10,0.15,0.16,0.46,1.11,2.67,3.96,0
4/5/10,0.16,0.18,0.48,1.18,2.75,4.01,0
4/6/10,0.17,0.17,0.49,1.14,2.71,3.98,0
4/7/10,0.16,0.17,0.47,1.06,2.62,3.89,0
4/8/10,0.16,0.17,0.46,1.09,2.64,3.91,0
4/9/10,0.16,0.16,0.46,1.08,2.65,3.9,0
4/12/10,0.15,0.16,0.46,1.07,2.6,3.87,0
4/13/10,0.15,0.16,0.45,1.07,2.58,3.84,0
4/14/10,0.15,0.16,0.45,1.07,2.61,3.88,0
4/15/10,0.16,0.16,0.43,1.04,2.57,3.86,0
4/16/10,0.15,0.16,0.41,0.98,2.49,3.79,0
4/19/10,0.15,0.16,0.43,1.01,2.54,3.83,0
4/20/10,0.14,0.16,0.42,1.05,2.56,3.82,0
4/21/10,0.14,0.15,0.44,1.03,2.52,3.77,0
4/22/10,0.15,0.16,0.45,1.07,2.57,3.8,0
4/23/10,0.14,0.16,0.46,1.1,2.61,3.84,0
4/26/10,0.14,0.16,0.47,1.09,2.6,3.83,0
4/27/10,0.14,0.16,0.42,1.03,2.46,3.71,0
4/28/10,0.14,0.16,0.43,1.03,2.53,3.8,0
4/29/10,0.15,0.17,0.42,1.01,2.49,3.76,0
4/30/10,0.14,0.16,0.41,0.97,2.43,3.69,0
5/3/10,0.14,0.17,0.43,1,2.47,3.72,0
5/4/10,0.15,0.16,0.43,0.96,2.38,3.63,0
5/5/10,0.14,0.15,0.39,0.88,2.31,3.58,0
5/6/10,0.06,0.11,0.34,0.75,2.13,3.41,0
5/7/10,0.08,0.13,0.38,0.83,2.17,3.45,0
5/10/10,0.13,0.16,0.39,0.87,2.27,3.57,0
5/11/10,0.15,0.16,0.38,0.85,2.26,3.56,0
5/12/10,0.16,0.16,0.4,0.89,2.29,3.56,0
5/13/10,0.15,0.16,0.4,0.87,2.27,3.55,0
5/14/10,0.15,0.16,0.34,0.79,2.16,3.44,0
5/17/10,0.16,0.16,0.36,0.81,2.2,3.47,0
5/18/10,0.17,0.17,0.35,0.76,2.11,3.38,0
5/19/10,0.17,0.17,0.35,0.8,2.13,3.36,0
5/20/10,0.17,0.17,0.34,0.76,2.04,3.25,0
5/21/10,0.17,0.17,0.35,0.76,2.02,3.2,0
5/24/10,0.16,0.17,0.35,0.77,2.04,3.23,0
5/25/10,0.16,0.17,0.36,0.81,2.01,3.18,0
5/26/10,0.16,0.17,0.37,0.82,2.06,3.21,0
5/27/10,0.16,0.17,0.37,0.87,2.18,3.34,0
5/28/10,0.15,0.16,0.34,0.76,2.1,3.31,0
5/31/10,.,.,.,.,.,.,0
6/1/10,0.14,0.16,0.35,0.78,2.09,3.29,0
6/2/10,0.13,0.16,0.38,0.82,2.14,3.35,0
6/3/10,0.13,0.14,0.38,0.82,2.17,3.39,0
6/4/10,0.12,0.14,0.34,0.72,1.98,3.2,0
6/7/10,0.1,0.12,0.35,0.74,1.95,3.17,0
6/8/10,0.1,0.12,0.34,0.74,1.98,3.18,0
6/9/10,0.08,0.1,0.33,0.74,1.99,3.2,0
6/10/10,0.06,0.1,0.34,0.79,2.12,3.33,0
6/11/10,0.04,0.08,0.3,0.75,2.03,3.24,0
6/14/10,0.02,0.07,0.31,0.77,2.07,3.28,0
6/15/10,0.03,0.09,0.31,0.79,2.1,3.32,0
6/16/10,0.06,0.1,0.3,0.75,2.06,3.27,0
6/17/10,0.05,0.09,0.28,0.72,2.01,3.21,0
6/18/10,0.04,0.11,0.3,0.74,2.04,3.24,0
6/21/10,0.05,0.12,0.29,0.74,2.05,3.26,0
6/22/10,0.08,0.13,0.29,0.71,1.98,3.18,0
6/23/10,0.07,0.13,0.3,0.66,1.93,3.13,0
6/24/10,0.07,0.13,0.29,0.67,1.93,3.14,0
6/25/10,0.05,0.13,0.29,0.65,1.9,3.12,0
6/28/10,0.07,0.17,0.3,0.62,1.83,3.05,0
6/29/10,0.09,0.15,0.31,0.61,1.78,2.97,0
6/30/10,0.17,0.18,0.32,0.61,1.79,2.97,0
7/1/10,0.16,0.17,0.32,0.63,1.8,2.96,0
7/2/10,0.16,0.17,0.31,0.63,1.82,3,0
7/5/10,.,.,.,.,.,.,0
7/6/10,0.17,0.17,0.32,0.62,1.76,2.95,0
7/7/10,0.17,0.16,0.31,0.63,1.79,3,0
7/8/10,0.17,0.15,0.3,0.63,1.8,3.04,0
7/9/10,0.16,0.16,0.3,0.63,1.85,3.07,0
7/12/10,0.16,0.16,0.3,0.65,1.85,3.08,0
7/13/10,0.16,0.15,0.3,0.67,1.9,3.15,0
7/14/10,0.16,0.15,0.27,0.62,1.82,3.07,0
7/15/10,0.16,0.15,0.27,0.61,1.76,3,0
7/16/10,0.14,0.15,0.28,0.61,1.7,2.96,0
7/19/10,0.15,0.17,0.28,0.61,1.73,2.99,0
7/20/10,0.16,0.16,0.27,0.61,1.71,2.98,0
7/21/10,0.16,0.16,0.27,0.58,1.66,2.9,0
7/22/10,0.15,0.16,0.27,0.6,1.69,2.96,0
7/23/10,0.15,0.16,0.27,0.6,1.75,3.02,0
7/26/10,0.15,0.16,0.29,0.62,1.76,3.03,0
7/27/10,0.16,0.15,0.3,0.65,1.82,3.08,0
7/28/10,0.15,0.15,0.3,0.61,1.75,3.03,0
7/29/10,0.15,0.15,0.3,0.59,1.7,3.03,0
7/30/10,0.14,0.15,0.29,0.55,1.6,2.94,0
8/2/10,0.14,0.16,0.28,0.56,1.64,2.99,0
8/3/10,0.15,0.16,0.27,0.53,1.55,2.94,0
8/4/10,0.15,0.16,0.28,0.56,1.62,2.98,0
8/5/10,0.15,0.15,0.27,0.53,1.57,2.94,0
8/6/10,0.14,0.15,0.25,0.5,1.51,2.86,0
8/9/10,0.14,0.15,0.26,0.54,1.54,2.86,0
8/10/10,0.15,0.15,0.25,0.52,1.46,2.79,0
8/11/10,0.15,0.15,0.25,0.54,1.44,2.72,0
8/12/10,0.15,0.16,0.25,0.55,1.48,2.74,0
8/13/10,0.14,0.15,0.26,0.54,1.47,2.68,0
8/16/10,0.15,0.16,0.25,0.51,1.4,2.58,0
8/17/10,0.16,0.17,0.26,0.52,1.44,2.64,0
8/18/10,0.16,0.16,0.25,0.51,1.46,2.64,0
8/19/10,0.16,0.16,0.25,0.49,1.41,2.58,0
8/20/10,0.15,0.15,0.26,0.49,1.47,2.62,0
8/23/10,0.15,0.16,0.25,0.49,1.43,2.6,0
8/24/10,0.17,0.16,0.27,0.5,1.36,2.5,0
8/25/10,0.17,0.16,0.26,0.53,1.4,2.54,0
8/26/10,0.17,0.16,0.25,0.51,1.38,2.5,0
8/27/10,0.17,0.15,0.27,0.56,1.49,2.66,0
8/30/10,0.16,0.14,0.26,0.5,1.39,2.54,0
8/31/10,0.16,0.14,0.25,0.47,1.33,2.47,0
9/1/10,0.16,0.13,0.25,0.5,1.41,2.58,0
9/2/10,0.15,0.14,0.25,0.5,1.43,2.63,0
9/3/10,0.15,0.14,0.25,0.52,1.49,2.72,0
9/6/10,.,.,.,.,.,.,0
9/7/10,0.13,0.14,0.25,0.49,1.41,2.61,0
9/8/10,0.1,0.14,0.24,0.52,1.46,2.66,0
9/9/10,0.1,0.14,0.26,0.57,1.57,2.77,0
9/10/10,0.1,0.14,0.27,0.58,1.59,2.81,0
9/13/10,0.1,0.15,0.26,0.53,1.51,2.74,0
9/14/10,0.11,0.15,0.26,0.5,1.43,2.68,0
9/15/10,0.11,0.15,0.26,0.5,1.46,2.74,0
